1B55_HUMAN	GO:0060337
1B56_HUMAN	GO:0002479
1B56_HUMAN	GO:0002480
1B56_HUMAN	GO:0060333
1B56_HUMAN	GO:0050776
1B56_HUMAN	GO:0060337
1B57_HUMAN	GO:0002479
1B57_HUMAN	GO:0002480
1B57_HUMAN	GO:0060333
1B57_HUMAN	GO:0050776
1B57_HUMAN	GO:0060337
1B58_HUMAN	GO:0002479
1B58_HUMAN	GO:0002480
1B58_HUMAN	GO:0060333
1B58_HUMAN	GO:0050776
1B58_HUMAN	GO:0060337
1B59_HUMAN	GO:0002479
1B59_HUMAN	GO:0002480
1B59_HUMAN	GO:0060333
1B59_HUMAN	GO:0050776
1B59_HUMAN	GO:0060337
1B67_HUMAN	GO:0002479
1B67_HUMAN	GO:0002480
1B67_HUMAN	GO:0060333
1B67_HUMAN	GO:0050776
1B67_HUMAN	GO:0060337
1B73_HUMAN	GO:0002479
1B73_HUMAN	GO:0002480
1B73_HUMAN	GO:0060333
1B73_HUMAN	GO:0050776
1B73_HUMAN	GO:0060337
1B78_HUMAN	GO:0002479
1B78_HUMAN	GO:0002480
1B78_HUMAN	GO:0060333
1B78_HUMAN	GO:0050776
1B78_HUMAN	GO:0060337
1B81_HUMAN	GO:0002479
1B81_HUMAN	GO:0002480
1B81_HUMAN	GO:0060333
1B81_HUMAN	GO:0050776
1B81_HUMAN	GO:0060337
1B82_HUMAN	GO:0002479
1B82_HUMAN	GO:0002480
1B82_HUMAN	GO:0060333
1B82_HUMAN	GO:0050776
1B82_HUMAN	GO:0060337
1C01_HUMAN	GO:0002479
1C01_HUMAN	GO:0002480
1C01_HUMAN	GO:0060333
1C01_HUMAN	GO:0050776
1C01_HUMAN	GO:0060337
1C02_HUMAN	GO:0002479
1C02_HUMAN	GO:0002480
1C02_HUMAN	GO:0060333
1C02_HUMAN	GO:0050776
1C02_HUMAN	GO:0060337
1C03_HUMAN	GO:0002479
1C03_HUMAN	GO:0002480
1C03_HUMAN	GO:0060333
1C03_HUMAN	GO:0050776
1C03_HUMAN	GO:0060337
1C04_HUMAN	GO:0002479
1C04_HUMAN	GO:0002480
1C04_HUMAN	GO:0060333
1C04_HUMAN	GO:0050776
1C04_HUMAN	GO:0060337
1C05_HUMAN	GO:0002479
1C05_HUMAN	GO:0002480
1C05_HUMAN	GO:0060333
1C05_HUMAN	GO:0050776
1C05_HUMAN	GO:0060337
1C06_HUMAN	GO:0002479
1C06_HUMAN	GO:0002480
1C06_HUMAN	GO:0060333
1C06_HUMAN	GO:0050776
1C06_HUMAN	GO:0060337
1C07_HUMAN	GO:0002479
1C07_HUMAN	GO:0002480
1C07_HUMAN	GO:0060333
1C07_HUMAN	GO:0050776
1C07_HUMAN	GO:0060337
1C08_HUMAN	GO:0002479
1C08_HUMAN	GO:0002480
1C08_HUMAN	GO:0060333
1C08_HUMAN	GO:0050776
1C08_HUMAN	GO:0060337
1C12_HUMAN	GO:0002479
1C12_HUMAN	GO:0002480
1C12_HUMAN	GO:0060333
1C12_HUMAN	GO:0050776
1C12_HUMAN	GO:0060337
1C14_HUMAN	GO:0002479
1C14_HUMAN	GO:0002480
1C14_HUMAN	GO:0060333
1C14_HUMAN	GO:0050776
1C14_HUMAN	GO:0060337
1C15_HUMAN	GO:0002479
1C15_HUMAN	GO:0002480
1C15_HUMAN	GO:0060333
1C15_HUMAN	GO:0050776
1C15_HUMAN	GO:0060337
1C16_HUMAN	GO:0002479
1C16_HUMAN	GO:0002480
1C16_HUMAN	GO:0060333
1C16_HUMAN	GO:0050776
1C16_HUMAN	GO:0060337
1C17_HUMAN	GO:0002479
1C17_HUMAN	GO:0002480
1C17_HUMAN	GO:0060333
1C17_HUMAN	GO:0050776
1C17_HUMAN	GO:0060337
1C18_HUMAN	GO:0002479
1C18_HUMAN	GO:0002480
1C18_HUMAN	GO:0060333
1C18_HUMAN	GO:0050776
1C18_HUMAN	GO:0060337
22P1_RAT	GO:0030521
2A5A_HUMAN	GO:0090005
2A5A_HUMAN	GO:0090219
2A5A_HUMAN	GO:0035307
2A5B_HUMAN	GO:0006987
2A5B_HUMAN	GO:0044267
2A5D_HUMAN	GO:0006112
2A5D_HUMAN	GO:0006096
2A5D_HUMAN	GO:0045087
2A5D_HUMAN	GO:0002755
2A5D_HUMAN	GO:0007399
2A5D_HUMAN	GO:0048011
2A5D_HUMAN	GO:0044281
2A5D_HUMAN	GO:0051403
2A5D_HUMAN	GO:0034166
2A5D_HUMAN	GO:0034134
2A5D_HUMAN	GO:0034138
2A5D_HUMAN	GO:0034142
2A5D_HUMAN	GO:0034146
2A5D_HUMAN	GO:0034162
2A5D_HUMAN	GO:0038123
2A5D_HUMAN	GO:0038124
2A5D_HUMAN	GO:0035666
2A5D_YEAST	GO:0032186
2A5D_YEAST	GO:0034613
2A5D_YEAST	GO:0051754
2A5D_YEAST	GO:0031578
2A5D_YEAST	GO:0006470
2A5D_YEAST	GO:0031107
2A5G_ARATH	GO:0006555
2A5G_ARATH	GO:0031348
2A5G_ARATH	GO:0090342
2A5G_ARATH	GO:0010090
2A5G_HUMAN	GO:0006977
2A5G_HUMAN	GO:0042771
2A5G_HUMAN	GO:0008285
2A5G_HUMAN	GO:0043161
2AAA_ARATH	GO:0009738
2AAA_ARATH	GO:0009926
2AAA_ARATH	GO:0009789
2AAA_ARATH	GO:0035304
2AAA_ARATH	GO:0010119
2AAA_ARATH	GO:0009723
2AAA_CAEEL	GO:0009792
2AAA_DICDI	GO:0031034
2AAA_DROME	GO:0051298
2AAA_DROME	GO:0007059
2AAA_DROME	GO:0007052
2AAA_DROME	GO:0022008
2AAA_DROME	GO:0006911
2AAA_DROME	GO:0051225
2AAA_HUMAN	GO:0007059
2AAA_HUMAN	GO:0008543
2AAA_HUMAN	GO:0000086
2AAA_HUMAN	GO:0006917
2AAA_HUMAN	GO:0007084
2AAA_HUMAN	GO:0000184
2AAA_HUMAN	GO:0006461
2AAA_HUMAN	GO:0006470
2AAA_MOUSE	GO:0070262
2AAA_MOUSE	GO:2001241
2AAA_SCHPO	GO:0061509
2AAA_SCHPO	GO:0030952
2AAA_SCHPO	GO:0031030
2AAA_YEAST	GO:0007094
2AAA_YEAST	GO:0006417
2AAB_ARATH	GO:0046686
2AAB_HUMAN	GO:2001241
2ABA_DROME	GO:0051297
2ABA_DROME	GO:0001700
2ABA_DROME	GO:0007447
2ABA_DROME	GO:0045201
2ABA_DROME	GO:0000278
2ABA_DROME	GO:0007406
2ABA_DROME	GO:0030071
2ABA_DROME	GO:0007423
2ABA_DROME	GO:0016055
2ABA_HUMAN	GO:0010467
2ABA_HUMAN	GO:0007084
2ABA_HUMAN	GO:0000184
2ABA_HUMAN	GO:0006470
2ABA_MOUSE	GO:0043278
2ABA_SCHPO	GO:0034260
2ABA_SCHPO	GO:0031030
2ABA_SCHPO	GO:0008360
2ABA_SCHPO	GO:2000769
2ABA_SCHPO	GO:0032995
2ABA_SCHPO	GO:0034047
2ABA_YEAST	GO:0000078
2ABA_YEAST	GO:0001100
2ABA_YEAST	GO:0010971
2ABA_YEAST	GO:0006470
2ABB_RAT	GO:0007420
2ABB_RAT	GO:0043653
2ABB_RAT	GO:0030182
2ABB_RAT	GO:0043525
2ABB_RAT	GO:0006626
2ABB_RAT	GO:0034047
2ABB_RAT	GO:0007286
2ABD_HUMAN	GO:0000278
2ABD_XENLA	GO:0010458
2AD1_SCHPO	GO:0031030
2AD2_SCHPO	GO:0031029
2B11_HUMAN	GO:0019886
2B11_HUMAN	GO:0060333
2B11_HUMAN	GO:0031295
2B11_HUMAN	GO:0050852
2B13_HUMAN	GO:0019886
2B13_HUMAN	GO:0002455
2B13_HUMAN	GO:0002381
2B13_HUMAN	GO:0060333
2B13_HUMAN	GO:0031295
2B13_HUMAN	GO:0050852
2B14_HUMAN	GO:0019886
2B14_HUMAN	GO:0002437
2B14_HUMAN	GO:0060333
2B14_HUMAN	GO:0002862
2B14_HUMAN	GO:0031295
2B14_HUMAN	GO:0050852
2B17_HUMAN	GO:0019886
2B17_HUMAN	GO:0016045
2B17_HUMAN	GO:0002455
2B17_HUMAN	GO:0002381
2B17_HUMAN	GO:0002437
2B17_HUMAN	GO:0060333
2B17_HUMAN	GO:0032689
2B17_HUMAN	GO:0042130
2B17_HUMAN	GO:0035774
2B17_HUMAN	GO:0051262
2B17_HUMAN	GO:2001179
2B17_HUMAN	GO:0032673
2B17_HUMAN	GO:0031295
2B17_HUMAN	GO:0050852
2B17_HUMAN	GO:0042088
2B18_HUMAN	GO:0019886
2B18_HUMAN	GO:0060333
2B18_HUMAN	GO:0031295
2B18_HUMAN	GO:0050852
2B19_HUMAN	GO:0019886
2B19_HUMAN	GO:0060333
2B19_HUMAN	GO:0031295
2B19_HUMAN	GO:0050852
2B1A_HUMAN	GO:0019886
2B1A_HUMAN	GO:0060333
2B1A_HUMAN	GO:0031295
2B1A_HUMAN	GO:0050852
2B1B_HUMAN	GO:0019886
2B1B_HUMAN	GO:0060333
2B1B_HUMAN	GO:0031295
2B1B_HUMAN	GO:0050852
2B1C_HUMAN	GO:0019886
2B1C_HUMAN	GO:0060333
2B1C_HUMAN	GO:0031295
2B1C_HUMAN	GO:0050852
2B1D_HUMAN	GO:0019886
2B1D_HUMAN	GO:0060333
2B1D_HUMAN	GO:0031295
2B1D_HUMAN	GO:0050852
2B1E_HUMAN	GO:0019886
2B1E_HUMAN	GO:0060333
2B1E_HUMAN	GO:0031295
2B1E_HUMAN	GO:0050852
2B1F_HUMAN	GO:0019886
2B1F_HUMAN	GO:0060333
2B1F_HUMAN	GO:0031295
2B1F_HUMAN	GO:0050852
2B1G_HUMAN	GO:0019886
2B1G_HUMAN	GO:0060333
2B1G_HUMAN	GO:0031295
2B1G_HUMAN	GO:0050852
2SS1_BRAOA	GO:0050829
2SS1_BRAOA	GO:0050830
2SS1_BRAOA	GO:0008285
2SS5_ARATH	GO:0009555
2SS_TAROF	GO:0050832
2SS_TAROF	GO:0002229
3BHS1_HUMAN	GO:0006702
3BHS1_HUMAN	GO:0006703
3BHS1_HUMAN	GO:0006704
3BHS1_HUMAN	GO:0006705
3BHS1_HUMAN	GO:0044281
3BHS1_RAT	GO:0030325
3BHS1_RAT	GO:0018879
3BHS1_RAT	GO:0071236
3BHS1_RAT	GO:0071320
3BHS1_RAT	GO:0071549
3BHS1_RAT	GO:0044344
3BHS1_RAT	GO:0071372
3BHS1_RAT	GO:0071333
3BHS1_RAT	GO:0070301
3BHS1_RAT	GO:0032869
3BHS1_RAT	GO:0071373
3BHS1_RAT	GO:0071288
3BHS1_RAT	GO:0071406
3BHS1_RAT	GO:0071560
3BHS1_RAT	GO:0018894
3BHS1_RAT	GO:0016101
3BHS1_RAT	GO:0006703
3BHS1_RAT	GO:0008585
3BHS1_RAT	GO:0050756
3BHS1_RAT	GO:0030851
3BHS1_RAT	GO:0021766
3BHS1_RAT	GO:0017143
3BHS1_RAT	GO:0033327
3BHS1_RAT	GO:0060135
3BHS1_RAT	GO:0006082
3BHS1_RAT	GO:0030728
3BHS1_RAT	GO:0018958
3BHS1_RAT	GO:0046470
3BHS1_RAT	GO:0006701
3BHS1_RAT	GO:0014823
3BHS1_RAT	GO:0043279
3BHS1_RAT	GO:0046685
3BHS1_RAT	GO:0046686
3BHS1_RAT	GO:0051592
3BHS1_RAT	GO:0051412
3BHS1_RAT	GO:0042493
3BHS1_RAT	GO:0032355
3BHS1_RAT	GO:0045471
3BHS1_RAT	GO:0070542
3BHS1_RAT	GO:0060992
3BHS1_RAT	GO:0009635
3BHS1_RAT	GO:0033591
3BHS1_RAT	GO:0010288
3BHS1_RAT	GO:0010226
3BHS1_RAT	GO:0033197
3BHS1_RAT	GO:0061370
3BHS1_RAT	GO:0018970
3BHS2_HUMAN	GO:0006702
3BHS2_HUMAN	GO:0006704
3BHS2_HUMAN	GO:0006705
3BHS2_HUMAN	GO:0044281
3BHS4_MOUSE	GO:0035634
3BHS4_RAT	GO:0006702
3BHS4_RAT	GO:0006700
3BHS4_RAT	GO:0021766
3BHS4_RAT	GO:0033327
3BHS4_RAT	GO:0034757
3BHS4_RAT	GO:0046686
3BHS4_RAT	GO:0051412
3BHS4_RAT	GO:0034698
3BHS4_RAT	GO:0010288
3BHS5_MOUSE	GO:0035634
3BHS5_RAT	GO:0042448
3BHS5_RAT	GO:0050810
3BHS5_RAT	GO:0006694
3BHS7_HUMAN	GO:0006699
3BHS7_RAT	GO:0008206
3BHS7_RAT	GO:0001558
3BHS_MYCTU	GO:0008202
3BP2_HUMAN	GO:0007165
3BP5H_DROME	GO:0009952
3BP5H_DROME	GO:0007498
3BP5H_DROME	GO:0042694
3BP5H_DROME	GO:0048644
3BP5_HUMAN	GO:0035556
3CAR1_PICAB	GO:0071395
3CAR1_PICAB	GO:0043693
3CAR1_PICSI	GO:0043693
3CAR1_PICSI	GO:0009753
3CAR2_PICSI	GO:0043693
3CAR3_PICSI	GO:0043693
3CP2_STRSQ	GO:0050830
3CP2_STRSQ	GO:0006469
3DHQ_EMENI	GO:0019631
3HAO_HUMAN	GO:0070050
3HAO_HUMAN	GO:0046686
3HAO_HUMAN	GO:0010043
3HAO_HUMAN	GO:0006569
3HAO_RAT	GO:0046874
3HAO_YEAST	GO:0034354
3HAPM_CUPPJ	GO:0042537
3HBH_CORGL	GO:0019439
3HIDH_HUMAN	GO:0034641
3HIDH_HUMAN	GO:0006574
3MG2_ECOLI	GO:0006284
3MG2_ECOLI	GO:0006307
3MG_HUMAN	GO:0045007
3MG_HUMAN	GO:0006307
3MG_MOUSE	GO:0006284
3O1D1_MYCTU	GO:0006707
3O1D1_MYCTU	GO:0006694
3O1D2_MYCTU	GO:0006694
3O1D_COMTE	GO:0008202
3O1D_MYCS2	GO:0006694
3O1D_RHOOP	GO:0008202
3XYN1_VIBSX	GO:0045493
3XYN2_VIBSX	GO:0045493
3XYN_ALCSP	GO:0045493
41_DROME	GO:0007527
41_DROME	GO:0008362
41_DROME	GO:0060857
41_DROME	GO:0035321
41_DROME	GO:0006612
41_DROME	GO:0035151
41_DROME	GO:0007435
41_DROME	GO:0019991
41_HUMAN	GO:0008015
41_HUMAN	GO:0032092
41_MOUSE	GO:0032092
4CGT_ANTMA	GO:0046148
4CL1_ARATH	GO:0009698
4CL2_ARATH	GO:0009698
4CL3_ARATH	GO:0009698
4CL3_ARATH	GO:0010584
4CL4_ARATH	GO:0009699
4CLL1_ARATH	GO:0046949
4CLL1_ARATH	GO:0080110
4CLL5_ARATH	GO:0009695
4CLL5_ARATH	GO:0009611
4CLL7_ARATH	GO:0009695
4CLL9_ARATH	GO:0009695
4CLLA_ARATH	GO:0050832
4CLLA_ARATH	GO:0033611
4CLLA_ARATH	GO:0010030
4CLLA_ARATH	GO:0046686
4CLLA_ARATH	GO:0010214
4EBP1_HUMAN	GO:0000082
4EBP1_HUMAN	GO:0008286
4EBP1_HUMAN	GO:0045931
4EBP1_HUMAN	GO:0031929
4EBP1_HUMAN	GO:0006413
4EBP1_MOUSE	GO:0008286
4EBP1_MOUSE	GO:0045947
4EBP1_RAT	GO:0030324
4EBP1_RAT	GO:0031333
4EBP1_RAT	GO:0045947
4EBP1_RAT	GO:0045471
4EBP1_RAT	GO:0002931
4EBP2_HUMAN	GO:0006412
4EBP2_MOUSE	GO:0019933
4EBP2_MOUSE	GO:0008286
4EBP2_MOUSE	GO:0006446
4F2_HUMAN	GO:0007596
4F2_HUMAN	GO:0050900
4F2_RABIT	GO:0015827
4F2_RAT	GO:0060356
4ON1_ARATH	GO:0010496
4ON1_ARATH	GO:0046907
4OT_BACSU	GO:0006725
5GT1_PERFR	GO:0009718
5GT1_PERFR	GO:0043473
5GT_GENTR	GO:0009718
5GT_GENTR	GO:0043473
5HT1A_HUMAN	GO:0007610
5HT1A_HUMAN	GO:0008284
5HT1A_RAT	GO:0007198
5HT1A_RAT	GO:0097114
5HT1A_RAT	GO:0031117
5HT1A_RAT	GO:0060259
5HT1A_XENLA	GO:0008283
5HT1A_XENLA	GO:0006260
5HT1B_HUMAN	GO:0007187
5HT1B_HUMAN	GO:0030818
5HT1B_HUMAN	GO:0007268
5HT1B_MOUSE	GO:0046849
5HT1B_MOUSE	GO:0071502
5HT1B_MOUSE	GO:0002031
5HT1B_MOUSE	GO:0007205
5HT1B_MOUSE	GO:0042493
5HT1B_RAT	GO:0042756
5HT1B_RAT	GO:0032229
5HT1B_RAT	GO:0051967
5HT1B_RAT	GO:0014059
5HT1B_RAT	GO:0042220
5HT1B_RAT	GO:0045471
5HT1B_RAT	GO:0051385
5HT1B_RAT	GO:0007268
5HT1D_HUMAN	GO:0007187
5HT1D_HUMAN	GO:0014827
5HT1D_HUMAN	GO:0007268
5HT1D_MOUSE	GO:0009636
5HT1E_HUMAN	GO:0007187
5HT1E_HUMAN	GO:0007268
5HT1F_HUMAN	GO:0007187
5HT1F_HUMAN	GO:0007268
5HT1R_DROME	GO:0007192
5HT1R_DROME	GO:0060180
5HT1R_DROME	GO:0016543
5HT1R_DROME	GO:0016546
5HT1R_DROME	GO:0016545
5HT2A_CANFA	GO:0051209
5HT2A_CANFA	GO:0042493
5HT2A_DROME	GO:0007198
5HT2A_DROME	GO:0007615
5HT2A_DROME	GO:0007208
5HT2A_DROME	GO:0045187
5HT2A_HUMAN	GO:0070371
5HT2A_HUMAN	GO:0014065
5HT2A_HUMAN	GO:0006661
5HT2A_HUMAN	GO:0051209
5HT2A_HUMAN	GO:0042493
5HT2A_HUMAN	GO:0007268
5HT2A_RAT	GO:0007568
5HT2A_RAT	GO:0008219
5HT2A_RAT	GO:0007613
5HT2A_RAT	GO:0043267
5HT2A_RAT	GO:0051967
5HT2A_RAT	GO:0007208
5HT2A_RAT	GO:0008284
5HT2A_RAT	GO:0043406
5HT2A_RAT	GO:0045907
5HT2A_RAT	GO:0014059
5HT2A_RAT	GO:0042493
5HT2A_RAT	GO:0019233
5HT2A_RAT	GO:0030431
5HT2A_RAT	GO:0001659
5HT2B_DROME	GO:0007198
5HT2B_DROME	GO:0009649
